title,emp_no,first_name,last_name
Senior Staff,12270,Shakhar,Kornyak
Senior Staff,12272,Behnaam,Grandbois
Senior Staff,12273,Jaideep,Uehara
Engineer,12274,Garnik,Papadias
Senior Engineer,12276,Yongmin,Lenart
Senior Engineer,12281,Hisao,Langford
Engineer,12282,Tadahiro,Delgrange
Senior Staff,12291,Masamitsu,Koyama
Senior Engineer,12298,Tetsurou,Rodham
Senior Staff,12303,Godehard,Braccini
Senior Staff,12308,Mototsugu,Cronau
Senior Engineer,12311,Susanne,Lubachevsky
Engineer,12312,Chenye,Velasco
Engineer,12316,Hyuncheol,Duclos
Staff,12317,Weiyi,Crabtree
Senior Engineer,12327,DAIDA,Bruckman
Staff,12328,Atilio,Prampolini
Senior Staff,12335,Arnould,Genin
Staff,12338,Kagan,Besselaar
Staff,12339,Pranay,Czaja
Senior Engineer,12341,Rasiah,Luga
Senior Staff,12343,Sorina,Slaats
Senior Engineer,12345,Xuedong,Mellouli
Engineer,12351,Gennady,Zizka
Senior Engineer,12355,Vidar,Hutton
Assistant Engineer,12364,Neelam,Cummings
Senior Engineer,12365,Kamakshi,Bisiani
Staff,12366,Patricio,Setlzner
Senior Staff,12368,Gor,Dechter
Senior Staff,12373,Mooi,Driscoll
Technique Leader,12379,Kazuhisa,Serna
Staff,12380,Menkae,Farrow
Senior Staff,12381,Amalendu,Klerer
Senior Engineer,12388,Arumugam,Hebert
Engineer,12394,Stevo,Reeken
Senior Staff,12395,Sanjit,Felder
Senior Staff,12399,Mihalis,Luga
Engineer,12407,Jianwen,Brodie
Senior Staff,12411,Shao,Ibel
Senior Engineer,12413,Hugh,Gadepally
Staff,12415,Uri,Sluis
Senior Engineer,12417,Dannz,Spelt
Senior Engineer,12421,Toshimi,Gulik
Senior Staff,12422,Berhard,Demos
Technique Leader,12426,Shahaf,Valtorta
Senior Staff,12427,Zissis,Daescu
Engineer,12434,Xumin,Bernardinello
Senior Staff,12438,Yongmao,Mondadori
Senior Engineer,12450,Sanjeeva,Perng
Senior Engineer,12451,Pramod,Marzano
Engineer,12452,Hiroyasu,Francisci
Staff,12454,Kerryn,Farris
Staff,12464,Shai,Milicic
Senior Staff,12466,Cullen,Nations
Staff,12468,Ioana,Baezner
Engineer,12470,Khue,Hinsberger
Senior Engineer,12475,Filipe,Roison
Senior Staff,12478,Yahiko,Hopewell
Staff,12480,Tetsushi,Schade
Senior Engineer,12482,Chandrasekaran,Rijckaert
Senior Staff,12487,Mona,Reghbati
Senior Engineer,12488,Etsuo,Gerteisen
Senior Engineer,12489,Arnould,Munck
Senior Engineer,12490,Jackson,Muchinsky
Senior Engineer,12492,Kristinn,Hammerschmidt
Senior Engineer,12493,Filipp,Menhardt
Senior Staff,12497,Stein,Penz
Senior Staff,12499,Izaskun,Lamba
Senior Staff,12501,Morrie,Matheson
Senior Engineer,12502,Danil,VanScheik
Engineer,12504,Adly,Rosaz
Senior Staff,12505,Barton,Goldhammer
Engineer,12506,Gay,Rodite
Senior Staff,12509,Rutger,Krzyzanowski
Engineer,12514,Tomofumi,Melter
Senior Engineer,12515,Pranav,Wilharm
Engineer,12520,Goetz,Basart
Technique Leader,12522,Trygve,Zhang
Senior Staff,12523,Tonia,Casley
Engineer,12524,Tetsushi,Demeyer
Senior Staff,12528,Conor,Cincotta
Senior Engineer,12534,Yongmao,Gerlach
Senior Staff,12537,Avishai,Gonthier
Senior Staff,12540,Poornachandra,Bresenham
Senior Staff,12541,Shih,Nanard
Senior Staff,12542,Kazuhide,Bouloucos
Senior Engineer,12551,Jeane,Tzvieli
Staff,12552,Mechthild,Zongker
Senior Staff,12553,Aral,Vesna
Assistant Engineer,12555,Spyrose,DuCasse
Senior Engineer,12557,Stafford,Kopetz
Senior Engineer,12558,Danco,Niizuma
Engineer,12563,Honesty,Ducloy
Staff,12564,Remco,Nitsche
Engineer,12568,Marlo,Boyle
Engineer,12571,Abdelaziz,Candan
Engineer,12574,Mong,Gelosh
Senior Engineer,12586,Oguz,Tasistro
Senior Engineer,12588,Yagil,Kenevan
Senior Engineer,12589,Anoosh,Chleq
Senior Staff,12590,Gita,Rosenbaum
Senior Staff,12596,Breannda,Roisin
Senior Staff,12597,Kazuhito,Petereit
Senior Engineer,12601,Ghassan,Simkin
Staff,12603,Utpal,Roison
Senior Staff,12608,Nectarios,Mondadori
Staff,12612,Chandrasekaran,Thimonier
Senior Staff,12617,Shawna,Rusterholz
Senior Staff,12623,Raimond,Scharstein
Senior Engineer,12626,Gill,Comyn
Senior Staff,12630,Sreekrishna,Falco
Senior Engineer,12635,Xinyu,Restivo
Senior Staff,12636,Yuuichi,Debuse
Senior Staff,12637,Poorav,Karner
Engineer,12638,Yuqun,Seiwald
Senior Engineer,12639,Zeljko,Schapire
Senior Staff,12642,Suebskul,Gips
Senior Engineer,12644,Bernt,Jayawardene
Staff,12645,Kyoichi,Decaestecker
Senior Staff,12651,Pragnesh,Bael
Senior Staff,12656,Seshu,Morton
Engineer,12662,Leucio,Alvarado
Technique Leader,12663,Nobuyoshi,Stellhorn
Staff,12664,Zhonghua,Parveen
Staff,12665,Amalendu,Lanphier
Engineer,12666,Stamatina,Prenel
Engineer,12670,Seongbae,Alameldin
Senior Engineer,12672,Mayumi,Varman
Engineer,12678,Carrsten,Borovoy
Staff,12680,Bader,Staudhammer
Staff,12687,Weicheng,Badache
Senior Engineer,12689,Luerbio,Boudaillier
Senior Engineer,12691,Oddvar,Gils
Engineer,12694,Kazuhira,Luders
Senior Staff,12697,Uri,Brizzi
Staff,12707,Gregory,Zastre
Senior Engineer,12709,Ronghao,Botman
Staff,12715,Honglan,Showalter
Staff,12717,Tzu,Jiafu
Engineer,12721,Sajjan,Szilard
Senior Staff,12722,Elliott,Cheshire
Senior Staff,12725,Inderjeet,Flexer
Senior Engineer,12726,Fumitake,Panwar
Senior Engineer,12729,Nahla,Rahier
Technique Leader,12730,Barry,Perl
Senior Staff,12731,Yongmao,Waymire
Senior Staff,12732,Mara,Takanami
Senior Engineer,12734,Gil,Frijda
Senior Engineer,12746,Heekeun,Lunn
Technique Leader,12747,Salvador,Atrawala
Engineer,12748,Berry,Kakkar
Senior Engineer,12753,Kazuhito,Syrotiuk
Senior Engineer,12754,Ronnie,Tetzlaff
Senior Staff,12755,Rildo,Rodite
Staff,12758,Hauke,Pashtan
Senior Staff,12759,LiMin,Kuszyk
Senior Staff,12761,Hitofumi,Schaad
Engineer,12768,Mingdong,Stiles
Engineer,12769,Abdelwaheb,Gluchowski
Senior Staff,12770,Maik,Benzaken
Senior Engineer,12773,Jenwei,Lovengreen
Engineer,12774,Moon,Asrin
Engineer,12775,Mariangiola,Berendt
Senior Staff,12777,Sreenivas,Cichocki
Senior Engineer,12785,Bouchung,Armand
Engineer,12786,Weiyi,Schusler
Engineer,12789,Sanjai,Felcyn
Senior Staff,12790,Gunilla,Perl
Senior Staff,12795,Masoud,Fordan
Senior Engineer,12796,Saniya,Stanfel
Senior Staff,12798,Lillian,Beeson
Senior Staff,12799,Tiina,Businaro
Senior Staff,12803,Gad,Boissier
Senior Engineer,12807,Gretta,Babb
Technique Leader,12810,Kristof,Staelin
Technique Leader,12814,Jaques,Kohling
Senior Staff,12815,Sushant,Junot
Senior Engineer,12816,Freyja,Ramras
Senior Engineer,12819,Mountaz,Gubsky
Engineer,12821,Arco,Gihr
Senior Engineer,12825,Sakthirel,Cannata
Staff,12828,Oksana,Camurati
Senior Engineer,12829,Harngdar,Harbusch
Engineer,12831,Maris,Baja
Engineer,12840,Zhensheng,Ferretti
Senior Engineer,12843,Yinlin,Heijenga
Senior Staff,12846,Krisda,Cyne
Engineer,12848,Kazuhide,Smeets
Staff,12851,Kwangyoen,Ramsay
Senior Staff,12853,Mang,Brobst
Senior Staff,12855,Mabhin,Murrill
Senior Engineer,12857,Alagu,Gils
Senior Engineer,12863,Leif,Matheson
Senior Staff,12865,Katsuyuki,Rothe
Senior Engineer,12868,Berthier,Nanard
Staff,12869,Jacopo,Swiler
Staff,12871,Shay,Zockler
Senior Staff,12872,Marl,Schmittgen
Engineer,12876,Apostol,Goodrum
Senior Engineer,12879,Baruch,Eugenio
Staff,12881,Huai,Yurek
Senior Engineer,12885,Anwar,Collavizza
Senior Engineer,12887,Hilari,DuBourdieux
Senior Staff,12888,Martien,Erni
Engineer,12889,Mayumi,Mukaidono
Senior Staff,12890,Neven,Casley
Senior Staff,12893,Licheng,Crouzet
Senior Engineer,12895,Roddy,Serot
Senior Staff,12899,Chinho,Sethi
Senior Engineer,12905,Munehiro,Gecsei
Staff,12910,Uno,Casley
Senior Staff,12915,Arco,Ligten
Senior Staff,12922,Jacqueline,Porenta
Senior Engineer,12923,Chaosheng,Journel
Senior Staff,12926,Heekeun,Luby
Senior Engineer,12934,Adil,Solares
Technique Leader,12936,Reinhold,Farrow
Staff,12937,Arup,Cincotta
Senior Engineer,12940,Odinaldo,Farrar
Senior Engineer,12941,Tommaso,Perelgut
Senior Staff,12944,Alselm,Benzmuller
Senior Engineer,12949,Geoff,Asrin
Senior Staff,12951,Mohammad,Keirsey
Engineer,12960,Tayeb,Navazio
Senior Staff,12962,Paraskevi,Beerel
Senior Staff,12969,Mohan,Angot
Staff,12972,Juyoung,Azevdeo
Senior Staff,12974,Gift,Frolund
Senior Engineer,12977,Byong,Markovitch
Engineer,12981,Maren,Merro
Senior Engineer,12982,Sachem,Aamodt
Staff,12983,Elliott,Hambrick
Engineer,12984,Atilio,Krohm
Senior Engineer,12986,Khun,Hennebert
Senior Engineer,12987,Youngkon,Kading
Engineer,13000,Adhemar,Chiodo
Senior Engineer,13002,Henk,Muhlberg
Senior Engineer,13004,Fan,Beznosov
Engineer,13008,Jayesh,Zaumen
Technique Leader,13011,Aamer,Glowinski
Senior Engineer,13012,Florina,Harbusch
Engineer,13013,Heekeun,Baak
Technique Leader,13027,Paraskevi,Kohling
Senior Staff,13030,Yahiko,Kroll
Senior Staff,13034,Arunas,Rosen
Senior Staff,13046,Vivian,Stafford
Senior Engineer,13047,Atilio,Chelton
Senior Engineer,13048,Kerhong,Massonet
Staff,13049,Fan,Naudin
Senior Engineer,13052,Aleksandar,Schlenzig
Senior Engineer,13054,Samphel,Masamoto
Technique Leader,13062,Xinglin,Baak
Senior Staff,13065,Zine,Schiper
Senior Engineer,13067,Wayne,Kornyak
Staff,13073,Utpal,Journel
Senior Staff,13075,Rosella,Morrin
Engineer,13076,Deniz,Skafidas
Senior Staff,13084,Domenico,Pagter
Senior Staff,13086,Dzung,Domenig
Senior Engineer,13087,Gor,Ranft
Staff,13093,Sajjan,Unno
Staff,13095,Khedija,Cochrane
Senior Engineer,13096,Ibibia,Armand
Senior Engineer,13103,Srinidhi,Ellozy
Senior Staff,13108,Rance,Matteis
Senior Engineer,13110,Maria,Kamble
Staff,13113,Kwun,Landherr
Senior Staff,13124,Quingbo,Garnick
Senior Engineer,13126,Parviz,Hennebert
Senior Staff,13133,Guther,Senzako
Senior Engineer,13134,Lorien,Chepyzhov
Staff,13140,Shuji,Vidal
Technique Leader,13143,Qingxiang,Ventosa
Senior Staff,13144,Persi,Nollmann
Senior Staff,13146,Haldon,Erie
Senior Staff,13147,Shichao,Ginesta
Assistant Engineer,13149,Alejandro,Gill
Technique Leader,13150,Mahmut,Stavenow
Senior Engineer,13156,Akeel,Millington
Staff,13159,Jingling,Ranst
Senior Engineer,13161,Manu,Picci
Senior Engineer,13165,Lucian,Benner
Senior Engineer,13168,Munir,Stentiford
Senior Staff,13170,Cheong,Bernardeschi
Senior Engineer,13171,Anoosh,Birnbaum
Senior Staff,13173,Arve,Horswill
Senior Engineer,13175,Yucai,Swick
Staff,13179,Moty,Janocha
Engineer,13182,Kokou,Rodite
Senior Staff,13186,Kyoichi,Barbanera
Staff,13189,Yuuichi,Bazzichi
Technique Leader,13192,Rosita,Flowers
Staff,13197,Rosita,Litzler
Senior Engineer,13200,Weidon,Pauthner
Senior Staff,13202,Aram,Scharstein
Senior Staff,13203,Phule,Emmart
Assistant Engineer,13204,Mircea,Pellegrinelli
Staff,13206,Tetsurou,Rullman
Senior Staff,13210,Jianhua,Klassen
Senior Staff,13213,Hein,Billawala
Staff,13216,Stabislas,Weedman
Senior Staff,13221,Premsyl,Famili
Staff,13227,Goncalo,Pell
Technique Leader,13232,Mitchel,Fujisaki
Senior Engineer,13233,Alselm,Chvatal
Engineer,13235,Taizo,Remmers
Senior Staff,13238,Ebru,Foote
Senior Engineer,13240,King,Pileggi
Staff,13243,Fay,Huxford
Staff,13246,Adil,Siepmann
Staff,13248,Keiichiro,Guting
Staff,13249,Oldrich,Rissland
Senior Engineer,13250,Zeydy,Schusler
Staff,13252,Morris,Kavvadias
Technique Leader,13260,JoAnna,McDermid
Staff,13261,Martial,Peternell
Senior Staff,13263,Subhash,Zockler
Senior Staff,13272,Arun,Jiang
Senior Staff,13276,Yechiam,Seuren
Senior Staff,13282,Cordelia,Macedo
Senior Staff,13288,Muneo,Broomell
Staff,13290,Stamatina,Karner
Senior Engineer,13291,Georg,Stamatiou
Staff,13294,Haldun,Stroustrup
Staff,13299,Guiseppe,Butner
Senior Engineer,13302,Mack,Alencar
Staff,13303,Koldo,Rissanen
Senior Staff,13305,Bikash,Herath
Senior Engineer,13309,Toshimori,Lipner
Engineer,13312,Filipp,Schurmann
Senior Engineer,13315,Sakthirel,Stroustrup
Senior Engineer,13320,Gino,Bahr
Engineer,13321,Rasikan,Portugali
Senior Staff,13329,Ottavia,Rissland
Senior Engineer,13332,Nidapan,Pearson
Engineer,13333,Yoshinari,Hennebert
Senior Staff,13341,Bodh,Doering
Engineer,13342,Georgy,Doering
Senior Staff,13343,Heon,Usery
Senior Engineer,13346,Francoise,Zastre
Senior Engineer,13347,Lein,Sifakis
Senior Staff,13349,Zeydy,Danner
Engineer,13357,Mabry,Llado
Senior Engineer,13359,Pragnesh,Kragelund
Staff,13361,Wilmer,Baek
Staff,13368,Kiyokazu,Klassen
Senior Engineer,13371,Nakhoon,Riexinger
Senior Staff,13373,Juichirou,Naumovich
Senior Engineer,13374,Atreye,Kalefeld
Technique Leader,13378,Rafols,Zhiwei
Senior Staff,13379,Kinh,Engelmann
Senior Staff,13385,Claudi,Buchter
Technique Leader,13386,Khosrow,Sgarro
Technique Leader,13388,Shuji,Cesareni
Senior Staff,13389,Divine,Cmelik
Engineer,13390,Nathan,Hutton
Senior Staff,13392,Fumitake,Beidas
Senior Staff,13394,Anneke,Lorys
Senior Staff,13396,Chuanyi,Aumann
Engineer,13402,Augustine,Dulli
Senior Staff,13405,Randy,Baba
Senior Engineer,13407,Gio,Chenoweth
Senior Engineer,13408,Sreekrishna,Lagarias
Staff,13412,Ranga,Erdmenger
Technique Leader,13415,Nathalie,Speer
Senior Engineer,13416,Fox,Billawala
Senior Staff,13417,Dipayan,Condotta
Senior Engineer,13422,Vishwani,Gerlach
Staff,13427,Sreekrishna,Narwekar
Senior Staff,13436,Mana,Picaronny
Engineer,13439,Domenick,Ullian
Senior Staff,13442,Giordano,Miake
Senior Engineer,13443,Mayuko,Puppo
Engineer,13445,Renee,Dehkordi
Engineer,13446,Masato,Tramer
Senior Staff,13451,Gretta,Weiland
Senior Engineer,13453,Sugwoo,Lalonde
Senior Engineer,13456,Uzi,Erol
Senior Engineer,13457,Shooichi,Parfitt
Senior Engineer,13458,Feipei,Nivat
Senior Engineer,13460,Yinghua,Gips
Senior Engineer,13463,Theron,Berstel
Engineer,13465,Sasan,Rehfuss
Senior Engineer,13467,Zhigen,Katzenelson
Engineer,13472,Dzung,Larfeldt
Senior Staff,13475,Kamakshi,Piancastelli
Staff,13479,Youjian,Besselaar
Senior Engineer,13493,Uinam,Jullig
Senior Engineer,13500,Irene,Erol
Engineer,13504,Parto,Mandell
Staff,13505,Chandrasekaran,Hambrick
Senior Engineer,13520,Takahiro,Mahnke
Engineer,13521,Jaewoo,Tasistro
Senior Staff,13522,Jaewon,Vingron
Staff,13523,Dines,Karunanithi
Senior Staff,13524,Chaoyi,Porotnikoff
Senior Engineer,13535,Arunas,Schlenzig
Senior Engineer,13539,Cedric,Bala
Staff,13540,Cordelia,Krohn
Senior Staff,13544,Beshir,Sullins
Senior Engineer,13546,Aimee,Brookner
Technique Leader,13549,Matk,Koprowski
Senior Staff,13552,Ingmar,Capobianchi
Senior Staff,13554,Divine,Birke
Engineer,13560,Sibyl,Jeong
Senior Staff,13567,Sudhanshu,Pietracaprina
Senior Engineer,13571,Eben,Passino
Senior Engineer,13575,Kazuhiko,Hettesheimer
Senior Staff,13576,Jungsoon,Engberts
Technique Leader,13578,Tadahiko,Christianini
Senior Engineer,13586,Abdelwaheb,Klassen
Assistant Engineer,13591,Jinxi,Poulakidas
Senior Engineer,13596,Georg,Marletta
Engineer,13598,Subhrajyoti,Barvinok
Staff,13600,Baocai,Babu
Senior Staff,13605,Dmitry,Encarnacion
Engineer,13612,Shao,Mansanne
Engineer,13617,Prodip,Fioravanti
Engineer,13621,Fei,Haddadi
Senior Staff,13622,Tamiya,Juneja
Senior Staff,13624,Zhigen,Yurek
Senior Engineer,13629,Dzung,Trelles
Engineer,13630,Uzi,Kilgour
Senior Staff,13642,Inderjeet,Luit
Senior Engineer,13643,Geoff,Chenney
Technique Leader,13648,Zejun,Lamba
Engineer,13651,Stamatina,Plesums
Senior Staff,13653,Kristen,Iivonen
Staff,13660,Ziya,McConalogue
Senior Staff,13662,Tianruo,Zucker
Senior Engineer,13670,Moti,Takanami
Senior Staff,13673,Kish,Levasseur
Staff,13680,Denny,Speer
Senior Engineer,13683,Zhilian,Vakili
Senior Staff,13684,Elvia,Christ
Senior Engineer,13685,Weicheng,Hockney
Engineer,13693,Godehard,Merkl
Technique Leader,13697,Shuichi,Weedon
Engineer,13698,Domenico,Mitchem
Senior Engineer,13704,Vishu,Kumaresan
Senior Engineer,13708,Taizo,Bolsens
Senior Staff,13713,Nitsan,Porenta
Senior Engineer,13719,Hugh,Porotnikoff
Senior Staff,13721,Sugwoo,Delgrossi
Staff,13727,Vitali,Merey
Senior Staff,13730,Munehiro,Kalorkoti
Engineer,13738,Bangqing,Mitchem
Senior Engineer,13744,Hisao,Quittner
Senior Engineer,13745,Ung,Camurati
Senior Staff,13747,Masaru,Capobianchi
Senior Staff,13758,Subhrajyoti,Sidou
Senior Staff,13762,Fumino,Choobineh
Senior Staff,13766,Tremaine,Heemskerk
Staff,13768,Sedat,Lovengreen
Senior Staff,13769,Yakichi,Trogemann
Engineer,13772,Khalil,Klyachko
Senior Staff,13775,Arve,Maierhofer
Senior Staff,13776,Marjo,Brookner
Senior Staff,13786,Takushi,Berendt
Senior Engineer,13787,Xiaobin,Sinicrope
Assistant Engineer,13788,Takahira,Furedi
Senior Staff,13792,Valery,Sury
Technique Leader,13795,Mayuri,Gewali
Engineer,13796,Paloma,Thorelli
Senior Staff,13797,Juyoung,Leonhardt
Senior Engineer,13798,Khosrow,Tischendorf
Technique Leader,13799,Chriss,Backhouse
Technique Leader,13800,Nikolaus,Gammage
Staff,13801,Shih,Mayerwieser
Staff,13807,Lenore,Itzigehl
Senior Staff,13809,Kiyotoshi,Basagni
Senior Engineer,13811,Kien,Azadmanesh
Senior Engineer,13815,Guadalupe,Plotkin
Technique Leader,13825,Arlette,Pell
Technique Leader,13831,Yinghua,Rikino
Staff,13832,Hidefumi,Siepmann
Senior Staff,13838,Giao,Stellhorn
Engineer,13840,Remco,Demke
Technique Leader,13841,Christophe,Spinelli
Senior Staff,13842,Juichirou,Cichocki
Senior Staff,13846,Guiseppe,Welham
Technique Leader,13847,Dhritiman,Gulik
Senior Staff,13853,Mingsen,Roohalamini
Senior Staff,13856,Xiping,Conta
Senior Engineer,13857,Mostafa,Ferriere
Senior Engineer,13859,Anoosh,Fujisawa
Engineer,13861,Parke,Serna
Senior Staff,13863,Reinhard,Baig
Engineer,13870,Theirry,Kirkerud
Senior Engineer,13875,Genta,Manders
Senior Engineer,13883,Kwangyoen,Barreiro
Engineer,13884,Kensei,Swift
Engineer,13888,Xuedong,Reghbati
Engineer,13894,Ult,Schonegge
Senior Engineer,13897,JoAnna,Hardjono
Engineer,13899,Mostafa,Crouzet
Staff,13902,Greger,Kilgore
Senior Engineer,13904,Youngkon,Cairo
Staff,13909,Szabolcs,Leslie
Staff,13911,Fen,Jansen
Technique Leader,13913,Xinan,Yoshizawa
Senior Staff,13914,Serge,Albarhamtoshy
Senior Staff,13916,Vidya,Wynblatt
Engineer,13919,Brewster,Sinicrope
Senior Staff,13922,Jinpo,Langford
Senior Engineer,13924,Mary,DasSarma
Senior Staff,13928,Mahmut,Nitta
Senior Staff,13930,Sukumar,Chartres
Senior Engineer,13934,Shiv,Bratsberg
Staff,13936,Tsz,Hambrick
Technique Leader,13942,Elzbieta,Esteva
Senior Staff,13943,Maya,Plump
Senior Engineer,13944,Takahito,Maierhofer
Senior Engineer,13946,Atilio,Sgarro
Staff,13948,Xiaocheng,Hanratty
Senior Staff,13951,Mooi,Genther
Senior Staff,13960,Nechama,Hettesheimer
Senior Engineer,13962,Maris,Ghelli
Senior Staff,13966,Boguslaw,Cooman
Technique Leader,13969,Jianwen,Chandrasekhar
Technique Leader,13972,Seongbin,Walston
Senior Engineer,13979,Turgut,Highland
Staff,13986,Geraldo,Ramsey
Technique Leader,13987,Huican,Fujisaki
Engineer,13990,Deborah,Schapiro
Senior Staff,13992,Ulises,Kenevan
Senior Staff,13993,Troy,Marciano
Staff,13994,Tesuro,Remmele
Staff,13996,Adib,Pews
Senior Staff,13999,Florian,Crouzet
Senior Staff,14001,Mohammad,Wynblatt
Technique Leader,14005,Vojin,Stellhorn
Engineer,14011,Katsuo,Peris
Senior Engineer,14012,Yishai,Hanratty
Senior Engineer,14015,Manibrata,Picaronny
Senior Engineer,14024,Naftali,Lukaszewicz
Technique Leader,14030,Guadalupe,Hiroyama
Engineer,14031,Joydip,Bashian
Senior Staff,14034,Aloys,Seghrouchni
Senior Engineer,14038,Tokuyasu,Plesums
Assistant Engineer,14039,Ugo,Butterworth
Senior Staff,14041,Shan,DeMori
Staff,14045,Ymte,Alpin
Senior Engineer,14049,Becky,Pelz
Senior Engineer,14051,Constantijn,Sullins
Senior Engineer,14058,Huai,Kobara
Staff,14066,Gennadi,Marrakchi
Senior Engineer,14067,Godehard,Trachtenberg
Engineer,14074,Toshimori,Wendorf
Engineer,14076,Erzsebet,Bratsberg
Engineer,14077,Wojceich,Standera
Engineer,14084,Deniz,Halloran
Senior Staff,14086,Willard,Syrotiuk
Senior Staff,14088,Mori,Leslie
Technique Leader,14093,Atreye,Ritzmann
Engineer,14102,Feixiong,Jording
Staff,14105,Ramachenga,Orlowski
Senior Staff,14107,Xiahua,Rindone
Senior Engineer,14109,Vesna,Haldar
Senior Staff,14111,Leszek,Cummings
Staff,14112,Younwoo,McDermid
Engineer,14113,Along,Herber
Senior Staff,14118,Kasturi,Anido
Senior Staff,14122,Masato,Erde
Senior Engineer,14128,Mountaz,Munck
Staff,14130,Yuuichi,Stroustrup
Engineer,14139,Sachin,Conry
Senior Staff,14140,Kiam,Ramamoorthy
Engineer,14146,Hauke,Sidou
Engineer,14147,Sasan,Rande
Senior Engineer,14148,Jungsoon,Hartvigsen
Senior Staff,14150,Yuqun,Akiyama
Engineer,14159,Theron,Marrakchi
Senior Staff,14165,Aloke,Cunliffe
Senior Engineer,14167,Adas,Hertweck
Technique Leader,14168,Jiann,Denis
Senior Staff,14172,Vasilis,Nitsch
Senior Staff,14182,Abdulla,Encarnacion
Senior Engineer,14191,Jiann,Luby
Senior Staff,14197,Adin,Chachaty
Senior Engineer,14199,Tomoyuki,Peek
Senior Staff,14200,Masali,Sankaranarayanan
Senior Staff,14209,Masanao,Kusakabe
Assistant Engineer,14214,TRUE,Swen
Senior Staff,14217,Nimmagadda,Calkin
Senior Engineer,14220,Tomofumi,Pargas
Staff,14224,Guther,Conta
Senior Engineer,14232,Masali,Bojadziev
Senior Staff,14233,Zijian,Blokdijk
Staff,14234,Alair,Servi
Senior Staff,14236,Xuedong,Angiulli
Senior Engineer,14237,Abdulla,Gerlach
Senior Staff,14241,Zhonghui,Ranze
Senior Staff,14242,Sudhanshu,Benaini
Senior Engineer,14244,Mahmut,Mullainathan
Senior Engineer,14245,Boalin,Byoun
Senior Engineer,14246,Subhada,Piazza
Senior Engineer,14248,Mark,Alblas
Senior Staff,14251,Ingemar,Werthner
Staff,14252,Weiyi,Fargier
Senior Staff,14253,Mart,Mattern
Engineer,14254,Chikara,Narahara
Assistant Engineer,14256,Gino,Ferriere
Staff,14257,Kwok,Massonet
Senior Engineer,14259,Aleksandar,Kisuki
Staff,14273,Atreye,Benveniste
Senior Staff,14275,Tristan,Aseltine
Technique Leader,14277,Xiong,Gente
Senior Engineer,14279,Nevin,Schaaf
Senior Engineer,14281,Hidekazu,Stavenow
Senior Staff,14285,Deborah,Peck
Senior Staff,14287,Masali,Highland
Assistant Engineer,14289,Paraskevi,Gist
Senior Engineer,14290,Miyeon,Olivero
Senior Staff,14292,Susanna,Vigier
Senior Staff,14293,Qunsheng,Middleton
Senior Engineer,14298,Chriss,Granlund
Engineer,14302,Rosita,Comellas
Senior Staff,14310,Marlo,Leuchs
Senior Engineer,14320,Sreenivas,Schaar
Senior Staff,14321,Shugo,Falby
Engineer,14322,Shem,Kakkad
Staff,14323,Golgen,Leslie
Senior Engineer,14326,Iara,Speckmann
Senior Engineer,14327,Jianwen,Leaver
Senior Engineer,14329,Nikolaus,Bakhtari
Senior Engineer,14330,Felicidad,Brizzi
Senior Engineer,14331,Susumu,Plessier
Senior Engineer,14332,Wilmer,Nitto
Technique Leader,14335,Mark,Fraisse
Senior Engineer,14340,Vitaly,Wixon
Senior Engineer,14342,Hairong,Iacovou
Technique Leader,14344,Otilia,Buescher
Engineer,14345,Barry,Ramsey
Senior Staff,14354,Mong,Bojadziev
Senior Staff,14359,Henk,Leslie
Senior Staff,14360,Janche,Erbe
Senior Staff,14364,Remzi,Lund
Senior Engineer,14369,Hiroyasu,Cardazo
